2023-08-10 14:41:42,608 INFO  [background-preinit] (Version.java:21)- HV000001: Hibernate Validator 6.2.5.Final
2023-08-10 15:11:30,945 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@5459718d (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,945 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@6a4e633a (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,946 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@29bae522 (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:11:30,946 WARN  [http-nio-8080-exec-5] (PoolBase.java:184)- HikariPool-1 - Failed to validate connection com.mysql.cj.jdbc.ConnectionImpl@538d324c (No operations allowed after connection closed.). Possibly consider using a shorter maxLifetime value.
2023-08-10 15:12:31,432 INFO  [http-nio-8080-exec-7] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=c4acfa8ca9bd6ed0779aa2ce90ddff1b&timestamp=1691651551431&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 15:12:31,610 INFO  [http-nio-8080-exec-7] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":516542,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"202308101512271E0689851210C92E14B3","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 15:12:31,611 INFO  [http-nio-8080-exec-7] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=2a01035c2aaeda6cae4ea7221b4c979a&timestamp=1691651551611&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 15:12:31,854 INFO  [http-nio-8080-exec-7] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206229,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"202308101512276719A787B4996B21E727","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 15:13:08,218 INFO  [http-nio-8080-exec-9] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/token/refresh?app_key=7182174365499278907&method=token.refresh&v=2&sign=635096f6cdfba1c4916865239bfc2688&timestamp=1691651588217&access_token=, body: {"grant_type":"refresh_token","refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f"}
2023-08-10 15:13:08,432 INFO  [http-nio-8080-exec-9] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"access_token":"ddf868e7-22d0-41ad-95bf-63c4e837e41b","auth_subject_type":"DouKe","authority_id":"7216596770402681125","expires_in":516505,"refresh_token":"1246ea0f-4194-48ef-b4e6-cb79bd19d45f","scope":"SCOPE","shop_id":0,"shop_name":""},"log_id":"202308101513047D87AC41FD436A0EF85E","msg":"success","sub_code":"","sub_msg":""}
2023-08-10 15:13:08,433 INFO  [http-nio-8080-exec-9] (Logger.java:37)- [doudian sdk log] http request url: https://openapi-fxg.jinritemai.com/buyin/kolProductsDetail?app_key=7182174365499278907&method=buyin.kolProductsDetail&v=2&sign=db11dcc4702fd9b53a2ff1bff846c8da&timestamp=1691651588433&access_token=ddf868e7-22d0-41ad-95bf-63c4e837e41b, body: {"product_ids":[3627038679228413767]}
2023-08-10 15:13:08,608 INFO  [http-nio-8080-exec-9] (Logger.java:37)- [doudian sdk log] http response: {"code":10000,"data":{"products":[{"activity_info":{"activity_type":null},"base_info":{"category_id":13,"category_name":"食品饮料","cover":"https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","detail_url":"https://haohuo.jinritemai.com/ecommerce/trade/detail/index.html?id=3627038679228413767\u0026origin_type=open_platform\u0026pick_source=v.tOFIw","first_cid":20018,"imgs":["https://p6-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a2870ee5645b8da6ab972e722f659479_sx_171418_www800-800","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_9efd89ab6a673ff960febfcc950c1c9c_sx_48528_www626-626","https://p9-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_a49d82fe28e0b28263a3ec52f465da43_sx_1736964_www3072-3072","https://p3-aio.ecombdimg.com/obj/ecom-shop-material/WTcAgOqt_m_1d79048d6cc9ea6c358894de1afc7944_sx_460925_www2138-2138"],"in_stock":true,"price":999,"product_id":3627038679228413767,"sales":2206229,"second_cid":20355,"success":true,"third_cid":34805,"title":"挑嘴女王爽口魔芋解馋休闲小零食混合口味[30包仅9.99元]"},"brand_info":{"brand_id":null,"brand_name_cn":null,"brand_name_en":null},"comment_info":{"comment_num":null,"comment_score":null},"coupon_info":{"coupon_price":null},"logistics_info":{"text":null},"month_sale_data":{"kol_num":null,"order_num":null,"view_num":null},"presell_info":{"presell_type":null},"promotion_info":{"commission_type":null,"cos_fee":null,"cos_ratio":null,"kol_cos_fee":null,"kol_cos_ratio":null},"qualification_info":{},"rights_info":{},"share_info":{},"shop_info":{"shop_id":null,"shop_name":null},"tags":{"has_douin_goods_tag":null}}]},"log_id":"20230810151304B740940191D16510475A","msg":"success","sub_code":"","sub_msg":""}
